samplenumber	1
 	 
measurement quantity	E
distance	-1.000000
operator name	
date	09/06/2024
time	12:59:50.882
scriptfile	
measurement status	ok
comment	
dll version	2023.5.0
software version	2024.1.0
 	 
config type	Illuminance (lx)
integral integration time /ms	50.000000
spectral integration time /ms	1000.000000
integral range	3
spectral ranging	
saturation	-9999.000000
number of scans	1
darkmode	dynamic
temperature	-9999.000000
selfabsorbtion correction (lamp)	-9999.000000
sac filename (lamp)	
selfabsorbtion correction (geo)	-9999.000000
sac filename (geo)	
bandwidth correction	on
scale array by diode	on
observer	2°
serial number	66436
firmware	1.96
 	 
integral sensor quantity	E
integral sensor value	1.005800E+3
integral sensor unit	lx
integral sensor a*	1.003000
array scaling factor	-9999.000000
 	 
CCT	3989.200000
X	1.482200E+0
Y	1.472600E+0
Z	9.308000E-1
x	0.381500
y	0.379000
u'	0.224900
v'	0.502700
purity	0.282200
dominant wavelength	578.700000
delta uv	0.000800
 	 
CRI: Ra	81.767000
R1	80.243000
R2	87.175000
R3	92.153000
R4	81.206000
R5	79.747000
R6	81.761000
R7	86.622000
R8	65.231000
R9	8.277300
R10	68.876000
R11	79.353000
R12	56.613000
R13	81.770000
R14	95.487000
R15	74.432000
 	 
TM-30-15 Rf	82.778142
TM-30-15 Rg	95.999040
Rf1 by Hue	80.009391
Rf2 by Hue	82.607059
Rf3 by Hue	75.775148
Rf4 by Hue	85.372954
Rf5 by Hue	88.275566
Rf6 by Hue	93.005727
Rf7 by Hue	91.125262
Rf8 by Hue	88.739251
Rf9 by Hue	86.162005
Rf10 by Hue	74.490479
Rf11 by Hue	74.552668
Rf12 by Hue	79.711554
Rf13 by Hue	85.767251
Rf14 by Hue	87.345993
Rf15 by Hue	78.137502
Rf16 by Hue	77.602432
 	 
L_MP	1.112934
M_MB	4.317716E-1
S_MB	1.773645E-2
X_F	1.067546E+3
Y_F	1055.586892
Z_F	631.089109
 	 
TLCI-2012	66.083984
Qa1	73.119492
Qa2	76.823112
Qa3	80.000427
Qa4	97.314323
Qa5	69.389465
Qa6	83.967285
Qa7	75.676277
Qa8	90.521057
Qa9	81.567818
Qa10	48.868546
Qa11	90.941322
Qa12	69.166245
Qa13	83.880173
Qa14	85.922142
Qa15	44.403877
Qa16	83.353790
Qa17	41.035748
Qa18	80.566818
 	 
EMax /lx	1720.723267
EMin /lx	0.000000
percent /%	100.000000
index	0.379519
frequency /Hz	1000.000000
Pst	0.185403
SVM	-1.000000
Assist Mp	0.000000
pos. Jitter /ms	0.000000
neg. Jitter /ms	0.000000
 	 
Frequency 1 /Hz	1000.000000
Percent 1 /%	103.220773
Frequency 2 /Hz	1999.722168
Percent 2 /%	26.037699
Frequency 3 /Hz	3000.000000
Percent 3 /%	22.268453
Frequency 4 /Hz	3999.722168
Percent 4 /%	18.935151
Frequency 5 /Hz	5999.722168
Percent 5 /%	11.257858
Frequency 6 /Hz	7999.722168
Percent 6 /%	5.384998
Freq. Resolution /Hz	24.414062
Max Frequenzy /Hz	10000.000000
 	 
E user weighting 1 /(W/m2)	-9999.000000
E user weighting 2 /(W/m2)	-9999.000000
E user weighting 3 /(W/m2)	-9999.000000
E user weighting 4 /(W/m2)	-9999.000000
E user weighting 5 /(W/m2)	-9999.000000
 	 
Bilirubin IEC 60601-2-50 / uW/(cm2nm)	1.213300
Bilirubin AAP / (mW/cm2)	0.006139
 	 
cyanopic equivalent illuminance / lx	5.779200E+2
chloropic equivalent  illuminance / lx	8.791800E+2
erythropic equivalent illuminance / lx	1.001200E+3
melanopic equivalent illuminance / lx	5.992300E+2
rhodopic equivalent illuminance / lx	6.720300E+2
cyanopic irradiance / W/m2	4.723300E-1
chloropic irradiance / W/m2	1.279900E+0
erythropic irradiance / W/m2	1.630900E+0
melanopic irradiance / W/m2	7.947000E-1
rhodopic irradiance / W/m2	9.742400E-1
 	 
Esy1 /(W/m2)	1.952300
Esy2 /(W/m2)	2.164500
Ech /(W/m2)	0.788110
Ept1 /(W/m2)	0.500500
Ept2 /(W/m2)	0.499160
Qsy /(mol/m2/s)	13.934000
Emo Pr /(W/m2)	0.732050
Emo Pfr /(W/m2)	0.547240
R/FR	1.337713
DLI /(mol/m2)	-9999.000000
 	 
lambda from /nm	360.000000
lambda to /nm	830.000000
stepwidth /nm	1.000000
peak wavelength	451.100000
peak power	1.928800E-2
spectral unit	(W/m2)/nm
FWHM	21.800000
center wavelength	452.000000
centroid wavelength	565.800000
 	 
radiometric intensity	3.062100E+0
radiometric unit	W/m2
 	 
wavelength /nm	intensity /(W/m2)/nm
360.0000	9.756185E-5
361.0000	0.000000E+0
362.0000	0.000000E+0
363.0000	0.000000E+0
364.0000	0.000000E+0
365.0000	4.073781E-5
366.0000	1.729189E-4
367.0000	2.683153E-4
368.0000	2.812011E-4
369.0000	2.422541E-4
370.0000	8.714202E-5
371.0000	2.270006E-5
372.0000	1.611728E-4
373.0000	2.121449E-4
374.0000	6.757519E-5
375.0000	-3.239048E-5
376.0000	-3.281956E-5
377.0000	1.908710E-6
378.0000	1.149472E-4
379.0000	1.560459E-4
380.0000	3.724733E-5
381.0000	-3.718239E-5
382.0000	-1.323390E-5
383.0000	1.139208E-6
384.0000	-5.673689E-6
385.0000	1.066091E-5
386.0000	7.807223E-5
387.0000	1.274982E-4
388.0000	1.373453E-4
389.0000	1.217497E-4
390.0000	5.034664E-5
391.0000	2.158510E-5
392.0000	8.606423E-5
393.0000	1.260067E-4
394.0000	1.124865E-4
395.0000	1.016839E-4
396.0000	9.678278E-5
397.0000	7.603731E-5
398.0000	2.102157E-5
399.0000	9.574383E-7
400.0000	5.617215E-5
401.0000	1.047291E-4
402.0000	1.390030E-4
403.0000	1.719046E-4
404.0000	2.018760E-4
405.0000	2.122698E-4
406.0000	1.810451E-4
407.0000	1.652404E-4
408.0000	1.820602E-4
409.0000	1.886404E-4
410.0000	1.736684E-4
411.0000	1.682777E-4
412.0000	1.829555E-4
413.0000	2.103101E-4
414.0000	2.640766E-4
415.0000	3.242131E-4
416.0000	3.975479E-4
417.0000	4.803692E-4
418.0000	5.827312E-4
419.0000	6.911992E-4
420.0000	8.121700E-4
421.0000	9.293422E-4
422.0000	1.038785E-3
423.0000	1.164645E-3
424.0000	1.323704E-3
425.0000	1.496200E-3
426.0000	1.695692E-3
427.0000	1.918625E-3
428.0000	2.188336E-3
429.0000	2.467921E-3
430.0000	2.767080E-3
431.0000	3.086955E-3
432.0000	3.447600E-3
433.0000	3.849439E-3
434.0000	4.331771E-3
435.0000	4.840857E-3
436.0000	5.401845E-3
437.0000	6.034776E-3
438.0000	6.806210E-3
439.0000	7.629727E-3
440.0000	8.552742E-3
441.0000	9.571783E-3
442.0000	1.077282E-2
443.0000	1.200755E-2
444.0000	1.330561E-2
445.0000	1.458675E-2
446.0000	1.583633E-2
447.0000	1.697413E-2
448.0000	1.790533E-2
449.0000	1.865782E-2
450.0000	1.908279E-2
451.0000	1.930290E-2
452.0000	1.915076E-2
453.0000	1.879802E-2
454.0000	1.808411E-2
455.0000	1.724277E-2
456.0000	1.617394E-2
457.0000	1.509642E-2
458.0000	1.400356E-2
459.0000	1.294125E-2
460.0000	1.193248E-2
461.0000	1.102341E-2
462.0000	1.028728E-2
463.0000	9.625923E-3
464.0000	9.093040E-3
465.0000	8.601942E-3
466.0000	8.181902E-3
467.0000	7.771615E-3
468.0000	7.377756E-3
469.0000	6.993826E-3
470.0000	6.626438E-3
471.0000	6.264587E-3
472.0000	5.911867E-3
473.0000	5.575318E-3
474.0000	5.265160E-3
475.0000	4.982112E-3
476.0000	4.742831E-3
477.0000	4.549705E-3
478.0000	4.430284E-3
479.0000	4.342149E-3
480.0000	4.303427E-3
481.0000	4.277361E-3
482.0000	4.271064E-3
483.0000	4.283256E-3
484.0000	4.323996E-3
485.0000	4.373484E-3
486.0000	4.436328E-3
487.0000	4.514700E-3
488.0000	4.616505E-3
489.0000	4.732817E-3
490.0000	4.870763E-3
491.0000	5.025855E-3
492.0000	5.206211E-3
493.0000	5.393401E-3
494.0000	5.590536E-3
495.0000	5.815350E-3
496.0000	6.079961E-3
497.0000	6.334099E-3
498.0000	6.573364E-3
499.0000	6.833286E-3
500.0000	7.122169E-3
501.0000	7.397311E-3
502.0000	7.653429E-3
503.0000	7.907487E-3
504.0000	8.158727E-3
505.0000	8.420314E-3
506.0000	8.695858E-3
507.0000	8.963108E-3
508.0000	9.219315E-3
509.0000	9.466504E-3
510.0000	9.701844E-3
511.0000	9.941940E-3
512.0000	1.018820E-2
513.0000	1.041359E-2
514.0000	1.061231E-2
515.0000	1.081554E-2
516.0000	1.102449E-2
517.0000	1.122090E-2
518.0000	1.140174E-2
519.0000	1.157721E-2
520.0000	1.174610E-2
521.0000	1.191447E-2
522.0000	1.208222E-2
523.0000	1.223122E-2
524.0000	1.235790E-2
525.0000	1.247368E-2
526.0000	1.257668E-2
527.0000	1.267281E-2
528.0000	1.276098E-2
529.0000	1.283792E-2
530.0000	1.290207E-2
531.0000	1.297118E-2
532.0000	1.304584E-2
533.0000	1.311563E-2
534.0000	1.318003E-2
535.0000	1.324131E-2
536.0000	1.329920E-2
537.0000	1.335435E-2
538.0000	1.340658E-2
539.0000	1.347427E-2
540.0000	1.355829E-2
541.0000	1.363305E-2
542.0000	1.369820E-2
543.0000	1.377709E-2
544.0000	1.387000E-2
545.0000	1.394716E-2
546.0000	1.400846E-2
547.0000	1.406812E-2
548.0000	1.412615E-2
549.0000	1.419118E-2
550.0000	1.426300E-2
551.0000	1.434304E-2
552.0000	1.443093E-2
553.0000	1.450223E-2
554.0000	1.455794E-2
555.0000	1.463606E-2
556.0000	1.473492E-2
557.0000	1.481655E-2
558.0000	1.488255E-2
559.0000	1.496907E-2
560.0000	1.507393E-2
561.0000	1.516153E-2
562.0000	1.523400E-2
563.0000	1.532096E-2
564.0000	1.542040E-2
565.0000	1.549665E-2
